Gen,Resource,Stamp,TimeStamp_Start,TimeStamp_End,Duration,Indiv_id
517,1,STEP,-739639896,-738467196,1172700,-1
518,1,STEP,-738275596,-736905896,1369700,-1
519,1,STEP,-736731096,-735451396,1279700,-1
520,1,STEP,-735033096,-733583596,1449500,-1
521,1,STEP,-733384696,-732104396,1280300,-1
522,1,STEP,-731846196,-730172696,1673500,-1
523,1,STEP,-729939096,-728273196,1665900,-1
524,1,STEP,-727822296,-726413696,1408600,-1
525,1,STEP,-726187196,-725028396,1158800,-1
526,1,STEP,-724838296,-723680396,1157900,-1
527,1,STEP,-723509296,-722248396,1260900,-1
528,1,STEP,-722023396,-720579396,1444000,-1
529,1,STEP,-720122396,-718652296,1470100,-1
530,1,STEP,-718410996,-717147596,1263400,-1
531,1,STEP,-716877796,-715728396,1149400,-1
532,1,STEP,-715487296,-714330496,1156800,-1
533,1,STEP,-713960996,-712195596,1765400,-1
534,1,STEP,-711925096,-710042096,1883000,-1
535,1,STEP,-709705996,-708331196,1374800,-1
536,1,STEP,-707984596,-706171696,1812900,-1
537,1,STEP,-705876896,-704544696,1332200,-1
538,1,STEP,-702922996,-701431296,1491700,-1
539,1,STEP,-701057096,-699828096,1229000,-1
540,1,STEP,-699524496,-697102096,2422400,-1
541,1,STEP,-696719696,-694525196,2194500,-1
542,1,STEP,-694187796,-692858996,1328800,-1
543,1,STEP,-692542096,-691485296,1056800,-1
544,1,STEP,-691242896,-690038796,1204100,-1
545,1,STEP,-689814096,-688194696,1619400,-1
546,1,STEP,-687916496,-686774796,1141700,-1
547,1,STEP,-686559696,-685325496,1234200,-1
548,1,STEP,-685075396,-683954496,1120900,-1
549,1,STEP,-683707296,-682574896,1132400,-1
550,1,STEP,-682302296,-680960196,1342100,-1
551,1,STEP,-680503696,-679005496,1498200,-1
552,1,STEP,-678633796,-677089296,1544500,-1
553,1,STEP,-676653596,-675200496,1453100,-1
554,1,STEP,-674933096,-673454696,1478400,-1
555,1,STEP,-673115396,-671558096,1557300,-1
556,1,STEP,-671184596,-669515196,1669400,-1
557,1,STEP,-669144996,-667725496,1419500,-1
558,1,STEP,-667406696,-665940196,1466500,-1
559,1,STEP,-665627096,-664227796,1399300,-1
560,1,STEP,-663950496,-662704096,1246400,-1
561,1,STEP,-662436696,-660435196,2001500,-1
562,1,STEP,-660118396,-658471896,1646500,-1
563,1,STEP,-658033296,-656940096,1093200,-1
564,1,STEP,-656688396,-655474496,1213900,-1
565,1,STEP,-655225096,-654013596,1211500,-1
566,1,STEP,-653759796,-652443296,1316500,-1
567,1,STEP,-652158596,-650711296,1447300,-1
568,1,STEP,-650452096,-649387796,1064300,-1
569,1,STEP,-649136896,-647777896,1359000,-1
570,1,STEP,-647504296,-646303096,1201200,-1
571,1,STEP,-645909896,-644007896,1902000,-1
572,1,STEP,-643127396,-641984396,1143000,-1
573,1,STEP,-641780896,-640305596,1475300,-1
574,1,STEP,-639898896,-638667996,1230900,-1
575,1,STEP,-638443696,-637344096,1099600,-1
576,1,STEP,-637145596,-635882696,1262900,-1
577,1,STEP,-635682996,-634617696,1065300,-1
578,1,STEP,-634416396,-633305596,1110800,-1
579,1,STEP,-633111096,-631873696,1237400,-1
580,1,STEP,-631638396,-630090796,1547600,-1
581,1,STEP,-629830196,-627627896,2202300,-1
582,1,STEP,-626719896,-625765496,954400,-1
583,1,STEP,-625519796,-624392696,1127100,-1
584,1,STEP,-624156496,-623190696,965800,-1
585,1,STEP,-622948696,-621580696,1368000,-1
586,1,STEP,-621221996,-619719396,1502600,-1
587,1,STEP,-619489896,-618552196,937700,-1
588,1,STEP,-618314996,-617182996,1132000,-1
589,1,STEP,-616918096,-615831796,1086300,-1
590,1,STEP,-615527996,-614202796,1325200,-1
591,1,STEP,-613812096,-612914296,897800,-1
592,1,STEP,-612296696,-610077796,2218900,-1
593,1,STEP,-609191096,-608109696,1081400,-1
594,1,STEP,-607810396,-606517596,1292800,-1
595,1,STEP,-606191296,-604980996,1210300,-1
596,1,STEP,-604647596,-603457496,1190100,-1
597,1,STEP,-603156896,-602062996,1093900,-1
598,1,STEP,-601794196,-599973596,1820600,-1
599,1,STEP,-599413196,-597917196,1496000,-1
600,1,STEP,-597546696,-595681796,1864900,-1
601,1,STEP,-595066596,-593697996,1368600,-1
602,1,STEP,-593439296,-592419596,1019700,-1
603,1,STEP,-592222096,-590754196,1467900,-1
604,1,STEP,-590547296,-589489896,1057400,-1
605,1,STEP,-589294696,-588286596,1008100,-1
606,1,STEP,-588087896,-586971896,1116000,-1
607,1,STEP,-586781496,-585662696,1118800,-1
608,1,STEP,-585465096,-584284396,1180700,-1
609,1,STEP,-584094396,-582907996,1186400,-1
610,1,STEP,-582660196,-580025696,2634500,-1
611,1,STEP,-578767596,-577458096,1309500,-1
612,1,STEP,-577126196,-575949996,1176200,-1
613,1,STEP,-575640196,-574335396,1304800,-1
614,1,STEP,-574012596,-572864096,1148500,-1
615,1,STEP,-572577696,-571311396,1266300,-1
616,1,STEP,-570988796,-569539096,1449700,-1
617,1,STEP,-569229996,-568164596,1065400,-1
618,1,STEP,-567869996,-566764196,1105800,-1
619,1,STEP,-566485996,-564860796,1625200,-1
620,1,STEP,-563339496,-562055196,1284300,-1
621,1,STEP,-561742996,-560327396,1415600,-1
622,1,STEP,-560101396,-558795296,1306100,-1
623,1,STEP,-558594896,-557455596,1139300,-1
624,1,STEP,-557260196,-556149096,1111100,-1
625,1,STEP,-555949196,-554832496,1116700,-1
626,1,STEP,-554641496,-553519196,1122300,-1
627,1,STEP,-553328996,-552307696,1021300,-1
628,1,STEP,-552049596,-550656496,1393100,-1
629,1,STEP,-550418796,-548869496,1549300,-1
630,1,STEP,-547196796,-545795796,1401000,-1
631,1,STEP,-545438696,-543940996,1497700,-1
632,1,STEP,-543598896,-542345396,1253500,-1
633,1,STEP,-542054796,-539993296,2061500,-1
634,1,STEP,-539494596,-538368396,1126200,-1
635,1,STEP,-538085396,-537039696,1045700,-1
636,1,STEP,-536793496,-535808896,984600,-1
637,1,STEP,-535540696,-534607096,933600,-1
638,1,STEP,-534343496,-532751096,1592400,-1
639,1,STEP,-531500196,-530160496,1339700,-1
640,1,STEP,-529862796,-528354396,1508400,-1
641,1,STEP,-527681596,-526410896,1270700,-1
642,1,STEP,-526100396,-524887696,1212700,-1
643,1,STEP,-524587496,-523550596,1036900,-1
644,1,STEP,-523285096,-522078696,1206400,-1
645,1,STEP,-521777496,-519860496,1917000,-1
646,1,STEP,-519489696,-518459296,1030400,-1
647,1,STEP,-518111796,-516239396,1872400,-1
648,1,STEP,-515702796,-514222296,1480500,-1
649,1,STEP,-513308596,-511940596,1368000,-1
650,1,STEP,-511625096,-510146796,1478300,-1
651,1,STEP,-509912796,-508355896,1556900,-1
652,1,STEP,-508151696,-506932196,1219500,-1
653,1,STEP,-506735596,-505548596,1187000,-1
654,1,STEP,-505354796,-504254896,1099900,-1
655,1,STEP,-504060096,-502676196,1383900,-1
656,1,STEP,-500832796,-499269296,1563500,-1
657,1,STEP,-498869496,-497301696,1567800,-1
658,1,STEP,-496988396,-495624696,1363700,-1
659,1,STEP,-495251296,-493957196,1294100,-1
660,1,STEP,-493521496,-492156096,1365400,-1
661,1,STEP,-491929296,-490468896,1460400,-1
662,1,STEP,-490251696,-489051296,1200400,-1
663,1,STEP,-488852896,-487264396,1588500,-1
664,1,STEP,-486126596,-484587496,1539100,-1
665,1,STEP,-483674496,-482289496,1385000,-1
666,1,STEP,-482035696,-479765596,2270100,-1
667,1,STEP,-479415896,-476515896,2900000,-1
668,1,STEP,-476297396,-474836696,1460700,-1
669,1,STEP,-474619796,-473384596,1235200,-1
670,1,STEP,-473185096,-471853896,1331200,-1
671,1,STEP,-471613196,-470347496,1265700,-1
672,1,STEP,-470137696,-468981096,1156600,-1
673,1,STEP,-468777896,-467656396,1121500,-1
674,1,STEP,-467459696,-466200396,1259300,-1
675,1,STEP,-466002196,-464806596,1195600,-1
676,1,STEP,-464421396,-463219696,1201700,-1
677,1,STEP,-462965896,-460118096,2847800,-1
678,1,STEP,-459689996,-458028696,1661300,-1
679,1,STEP,-457645996,-455909696,1736300,-1
680,1,STEP,-455263596,-453767996,1495600,-1
681,1,STEP,-453433996,-451568496,1865500,-1
682,1,STEP,-451034996,-449477896,1557100,-1
683,1,STEP,-449168896,-448019496,1149400,-1
684,1,STEP,-447782396,-446603696,1178700,-1
685,1,STEP,-446402796,-444815896,1586900,-1
686,1,STEP,-444143796,-442375996,1767800,-1
687,1,STEP,-442134296,-440725296,1409000,-1
688,1,STEP,-439382796,-438181096,1201700,-1
689,1,STEP,-437978996,-436651096,1327900,-1
690,1,STEP,-436117096,-434660496,1456600,-1
691,1,STEP,-434283396,-432785396,1498000,-1
692,1,STEP,-432499296,-430996596,1502700,-1
693,1,STEP,-430590896,-428899296,1691600,-1
694,1,STEP,-428450896,-426226596,2224300,-1
695,1,STEP,-425974596,-424017796,1956800,-1
696,1,STEP,-423759096,-422541596,1217500,-1
697,1,STEP,-422336196,-420683596,1652600,-1
698,1,STEP,-420317796,-418897496,1420300,-1
699,1,STEP,-403446596,-401464396,1982200,-1
700,1,STEP,-401020096,-399412896,1607200,-1
701,1,STEP,-399015496,-396894996,2120500,-1
702,1,STEP,-396451996,-393679596,2772400,-1
703,1,STEP,-393099096,-391541296,1557800,-1
704,1,STEP,-390942296,-389317496,1624800,-1
705,1,STEP,-388772496,-387152696,1619800,-1
706,1,STEP,-386806496,-385561696,1244800,-1
707,1,STEP,-385228396,-384150696,1077700,-1
708,1,STEP,-383863396,-382661896,1201500,-1
709,1,STEP,-382342296,-380903496,1438800,-1
710,1,STEP,-380526096,-378281196,2244900,-1
711,1,STEP,-376534196,-374899996,1634200,-1
712,1,STEP,-374488096,-372965996,1522100,-1
713,1,STEP,-372560896,-371037196,1523700,-1
714,1,STEP,-370656696,-369414196,1242500,-1
715,1,STEP,-369078896,-367739696,1339200,-1
716,1,STEP,-367401496,-366082896,1318600,-1
717,1,STEP,-365605996,-364004896,1601100,-1
718,1,STEP,-361915496,-359968296,1947200,-1
719,1,STEP,-359483196,-358123596,1359600,-1
720,1,STEP,-357733896,-356044396,1689500,-1
721,1,STEP,-355649496,-354408796,1240700,-1
722,1,STEP,-354036996,-352731696,1305300,-1
723,1,STEP,-352375096,-351047496,1327600,-1
724,1,STEP,-350699196,-349354796,1344400,-1
725,1,STEP,-348923296,-347181496,1741800,-1
726,1,STEP,-346837096,-345739996,1097100,-1
727,1,STEP,-345370296,-343814296,1556000,-1
728,1,STEP,-343410496,-342120896,1289600,-1
729,1,STEP,-341538396,-339430896,2107500,-1
730,1,STEP,-339144996,-338111696,1033300,-1
731,1,STEP,-337716896,-336191796,1525100,-1
732,1,STEP,-335732696,-334492596,1240100,-1
733,1,STEP,-334230896,-332277496,1953400,-1
734,1,STEP,-331095496,-329729896,1365600,-1
735,1,STEP,-329489496,-328039596,1449900,-1
736,1,STEP,-327791196,-326377196,1414000,-1
737,1,STEP,-326173196,-324872096,1301100,-1
738,1,STEP,-324670396,-323503896,1166500,-1
739,1,STEP,-323308196,-322152796,1155400,-1
740,1,STEP,-321863796,-319893996,1969800,-1
741,1,STEP,-319612196,-318302796,1309400,-1
742,1,STEP,-318043396,-316260296,1783100,-1
743,1,STEP,-314830196,-313213296,1616900,-1
744,1,STEP,-312794496,-310716096,2078400,-1
745,1,STEP,-310360696,-308775596,1585100,-1
746,1,STEP,-308449596,-307137196,1312400,-1
747,1,STEP,-306898496,-305745196,1153300,-1
748,1,STEP,-305545896,-304405796,1140100,-1
749,1,STEP,-304209796,-302952496,1257300,-1
750,1,STEP,-302691496,-301647396,1044100,-1
751,1,STEP,-301401996,-299574196,1827800,-1
752,1,STEP,-298891296,-297554296,1337000,-1
753,1,STEP,-297321496,-296186396,1135100,-1
754,1,STEP,-295984796,-294666996,1317800,-1
755,1,STEP,-294434696,-292986696,1448000,-1
756,1,STEP,-292765096,-291559196,1205900,-1
757,1,STEP,-291211996,-289971996,1240000,-1
758,1,STEP,-289772196,-288636496,1135700,-1
759,1,STEP,-288443596,-286996396,1447200,-1
760,1,STEP,-286802596,-285484996,1317600,-1
761,1,STEP,-285282196,-283144196,2138000,-1
762,1,STEP,-282737196,-281003196,1734000,-1
763,1,STEP,-280744696,-279439496,1305200,-1
764,1,STEP,-279221096,-277329996,1891100,-1
765,1,STEP,-276649096,-273801696,2847400,-1
766,1,STEP,-273437696,-271311696,2126000,-1
767,1,STEP,-266370896,-263911596,2459300,-1
768,1,STEP,-263269396,-259710096,3559300,-1
769,1,STEP,-258924696,-257203096,1721600,-1
770,1,STEP,-256764096,-254787296,1976800,-1
771,1,STEP,-252924296,-251304996,1619300,-1
772,1,STEP,-251110696,-249818796,1291900,-1
773,1,STEP,-249650996,-248366396,1284600,-1
774,1,STEP,-248175096,-247012496,1162600,-1
775,1,STEP,-246805396,-245681396,1124000,-1
776,1,STEP,-245356696,-243866996,1489700,-1
777,1,STEP,-243486096,-240482396,3003700,-1
778,1,STEP,-239998796,-237808396,2190400,-1
779,1,STEP,-237582196,-236389296,1192900,-1
780,1,STEP,-236188796,-234813096,1375700,-1
781,1,STEP,-234589796,-233287296,1302500,-1
782,1,STEP,-232964396,-231733196,1231200,-1
783,1,STEP,-231381096,-230000296,1380800,-1
784,1,STEP,-229689796,-228116396,1573400,-1
785,1,STEP,-227631396,-226175296,1456100,-1
786,1,STEP,-225739996,-223784496,1955500,-1
787,1,STEP,-223195696,-221688896,1506800,-1
788,1,STEP,-221386596,-220278296,1108300,-1
789,1,STEP,-220066796,-218862096,1204700,-1
790,1,STEP,-218640796,-217275396,1365400,-1
791,1,STEP,-217044596,-215764796,1279800,-1
792,1,STEP,-215559596,-214422596,1137000,-1
793,1,STEP,-214225196,-212973596,1251600,-1
794,1,STEP,-212662096,-209932396,2729700,-1
795,1,STEP,-209598396,-206058096,3540300,-1
796,1,STEP,-204452496,-202697196,1755300,-1
797,1,STEP,-202476296,-201024696,1451600,-1
798,1,STEP,-200613096,-199288496,1324600,-1
799,1,STEP,-199062096,-197821596,1240500,-1
800,1,STEP,-197440396,-196023196,1417200,-1
801,1,STEP,-195096496,-193560596,1535900,-1
802,1,STEP,-191733196,-190329696,1403500,-1
803,1,STEP,-190105296,-188920896,1184400,-1
804,1,STEP,-188723896,-187619696,1104200,-1
805,1,STEP,-187426296,-186190296,1236000,-1
806,1,STEP,-185993196,-184872596,1120600,-1
807,1,STEP,-184676696,-183631696,1045000,-1
808,1,STEP,-183365496,-182150696,1214800,-1
809,1,STEP,-181788896,-179344696,2444200,-1
810,1,STEP,-179036096,-177359496,1676600,-1
811,1,STEP,-175834096,-174004696,1829400,-1
812,1,STEP,-173682396,-172103596,1578800,-1
813,1,STEP,-171867796,-170404096,1463700,-1
814,1,STEP,-170170996,-168823596,1347400,-1
815,1,STEP,-168633596,-167553896,1079700,-1
816,1,STEP,-167372696,-165950296,1422400,-1
817,1,STEP,-165628296,-164418996,1209300,-1
818,1,STEP,-164229496,-162971696,1257800,-1
819,1,STEP,-162723496,-160653096,2070400,-1
820,1,STEP,-159043096,-156822096,2221000,-1
821,1,STEP,-156420496,-154530596,1889900,-1
822,1,STEP,-154237896,-152856996,1380900,-1
823,1,STEP,-152627696,-151528796,1098900,-1
824,1,STEP,-151225496,-149870496,1355000,-1
825,1,STEP,-149633096,-148500196,1132900,-1
826,1,STEP,-148261596,-147162796,1098800,-1
827,1,STEP,-146961596,-145408696,1552900,-1
828,1,STEP,-144585096,-143257296,1327800,-1
829,1,STEP,-142294096,-139927796,2366300,-1
830,1,STEP,-139680696,-138381596,1299100,-1
831,1,STEP,-138187296,-136886496,1300800,-1
832,1,STEP,-136694196,-135427596,1266600,-1
833,1,STEP,-135234396,-134209596,1024800,-1
834,1,STEP,-134029296,-132882896,1146400,-1
835,1,STEP,-132685096,-131468696,1216400,-1
836,1,STEP,-131036996,-129279696,1757300,-1
837,1,STEP,-128610496,-126996496,1614000,-1
838,1,STEP,-126775596,-125637596,1138000,-1
839,1,STEP,-125419396,-124049596,1369800,-1
840,1,STEP,-123822196,-122844796,977400,-1
841,1,STEP,-122647596,-121512196,1135400,-1
842,1,STEP,-121185196,-119681396,1503800,-1
843,1,STEP,-119294396,-118228096,1066300,-1
844,1,STEP,-118011296,-116830096,1181200,-1
845,1,STEP,-116629496,-115594496,1035000,-1
846,1,STEP,-115361296,-114126396,1234900,-1
847,1,STEP,-113116796,-111486396,1630400,-1
848,1,STEP,-111095496,-110037896,1057600,-1
849,1,STEP,-109737996,-108661096,1076900,-1
850,1,STEP,-108375096,-107244396,1130700,-1
851,1,STEP,-106956096,-106054996,901100,-1
852,1,STEP,-105758496,-104657896,1100600,-1
853,1,STEP,-104372496,-103365096,1007400,-1
854,1,STEP,-103087396,-102024396,1063000,-1
855,1,STEP,-101725496,-99795796,1929700,-1
856,1,STEP,-99370896,-96844196,2526700,-1
857,1,STEP,-96186896,-94718296,1468600,-1
858,1,STEP,-94405796,-93020596,1385200,-1
859,1,STEP,-92633396,-91342896,1290500,-1
860,1,STEP,-90949796,-89720096,1229700,-1
861,1,STEP,-89499796,-88426396,1073400,-1
862,1,STEP,-88232696,-87200196,1032500,-1
863,1,STEP,-87005896,-86021696,984200,-1
864,1,STEP,-85832496,-84514896,1317600,-1
865,1,STEP,-84320396,-83160096,1160300,-1
866,1,STEP,-82807796,-80793096,2014700,-1
867,1,STEP,-80502596,-79368896,1133700,-1
868,1,STEP,-79103696,-77757696,1346000,-1
869,1,STEP,-77479796,-76383596,1096200,-1
870,1,STEP,-76114396,-75073596,1040800,-1
871,1,STEP,-74810996,-73716696,1094300,-1
872,1,STEP,-73466596,-72356496,1110100,-1
873,1,STEP,-72112796,-70863896,1248900,-1
874,1,STEP,-70601796,-69449096,1152700,-1
875,1,STEP,-69186896,-67923396,1263500,-1
876,1,STEP,-67660896,-66029596,1631300,-1
877,1,STEP,-64886796,-62795996,2090800,-1
878,1,STEP,-62457996,-59271596,3186400,-1
879,1,STEP,-58744696,-56719196,2025500,-1
880,1,STEP,-56357296,-54520396,1836900,-1
881,1,STEP,-54212796,-52950796,1262000,-1
882,1,STEP,-52750896,-50750696,2000200,-1
883,1,STEP,-50033196,-48741596,1291600,-1
884,1,STEP,-48445496,-47059796,1385700,-1
885,1,STEP,-46877396,-45682396,1195000,-1
886,1,STEP,-45291996,-43264496,2027500,-1
887,1,STEP,-42789896,-41031396,1758500,-1
888,1,STEP,-40345496,-38784096,1561400,-1
889,1,STEP,-38281396,-36160396,2121000,-1
890,1,STEP,-35656996,-34323496,1333500,-1
891,1,STEP,-33982696,-32745596,1237100,-1
892,1,STEP,-30820096,-29424296,1395800,-1
893,1,STEP,-29204296,-27471696,1732600,-1
894,1,STEP,-27071596,-25752096,1319500,-1
895,1,STEP,-25546896,-24492896,1054000,-1
896,1,STEP,-24297096,-23125596,1171500,-1
897,1,STEP,-22733496,-20935796,1797700,-1
898,1,STEP,-19819396,-18740196,1079200,-1
899,1,STEP,-18546196,-17444396,1101800,-1
900,1,STEP,-17191596,-15954496,1237100,-1
901,1,STEP,-15738896,-14104296,1634600,-1
902,1,STEP,-13905596,-12706796,1198800,-1
903,1,STEP,-12512296,-10979396,1532900,-1
904,1,STEP,-10557196,-9115296,1441900,-1
905,1,STEP,-8897596,-7595496,1302100,-1
906,1,STEP,-7396296,-6322996,1073300,-1
907,1,STEP,-6131596,-4693896,1437700,-1
908,1,STEP,-4482896,-3318396,1164500,-1
909,1,STEP,-3126996,-1824396,1302600,-1
910,1,STEP,-1584096,1039804,2623900,-1
911,1,STEP,1286504,2603204,1316700,-1
912,1,STEP,2805604,4037704,1232100,-1
913,1,STEP,4230404,5811204,1580800,-1
914,1,STEP,6031704,7107704,1076000,-1
915,1,STEP,7288204,8376304,1088100,-1
916,1,STEP,8575404,10012904,1437500,-1
917,1,STEP,11353304,12652604,1299300,-1
918,1,STEP,12845104,13969004,1123900,-1
919,1,STEP,14149704,15436004,1286300,-1
920,1,STEP,15616804,16905304,1288500,-1
921,1,STEP,17121704,18580304,1458600,-1
922,1,STEP,19087204,20800404,1713200,-1
923,1,STEP,21093704,22490904,1397200,-1
924,1,STEP,22753304,23799204,1045900,-1
925,1,STEP,24030904,25168004,1137100,-1
926,1,STEP,26237404,27559004,1321600,-1
927,1,STEP,27745004,28955804,1210800,-1
928,1,STEP,29147304,30315404,1168100,-1
929,1,STEP,30548504,32106804,1558300,-1
930,1,STEP,32318104,33596004,1277900,-1
931,1,STEP,33793404,34958004,1164600,-1
932,1,STEP,35137404,36271604,1134200,-1
933,1,STEP,36454504,37590004,1135500,-1
934,1,STEP,37843304,40403104,2559800,-1
935,1,STEP,42033504,43108704,1075200,-1
936,1,STEP,43361404,44418004,1056600,-1
937,1,STEP,44648804,45729504,1080700,-1
938,1,STEP,45972104,46976204,1004100,-1
939,1,STEP,47222904,48113304,890400,-1
940,1,STEP,48351104,49769404,1418300,-1
941,1,STEP,50200004,51404304,1204300,-1
942,1,STEP,51825904,53558204,1732300,-1
943,1,STEP,53874604,55378404,1503800,-1
944,1,STEP,56535604,57700204,1164600,-1
945,1,STEP,57965504,59706804,1741300,-1
946,1,STEP,60112104,61420504,1308400,-1
947,1,STEP,61644904,62899804,1254900,-1
948,1,STEP,63099104,64204504,1105400,-1
949,1,STEP,64394304,65593204,1198900,-1
950,1,STEP,65785804,67048104,1262300,-1
951,1,STEP,67380404,68560504,1180100,-1
952,1,STEP,68903904,70660004,1756100,-1
953,1,STEP,71401704,72638904,1237200,-1
954,1,STEP,72867204,73966604,1099400,-1
955,1,STEP,74133504,75528204,1394700,-1
956,1,STEP,75735404,77013404,1278000,-1
957,1,STEP,77212004,78246004,1034000,-1
958,1,STEP,78465504,80516904,2051400,-1
959,1,STEP,80743304,81899104,1155800,-1
960,1,STEP,82107104,83363904,1256800,-1
961,1,STEP,83579504,85373104,1793600,-1
962,1,STEP,86879004,88053404,1174400,-1
963,1,STEP,88457004,90039204,1582200,-1
964,1,STEP,90379104,91965604,1586500,-1
965,1,STEP,92316804,93578004,1261200,-1
966,1,STEP,93992904,95318704,1325800,-1
967,1,STEP,95541104,96777304,1236200,-1
968,1,STEP,96966604,97990704,1024100,-1
969,1,STEP,98267104,100231404,1964300,-1
970,1,STEP,100717404,102439404,1722000,-1
971,1,STEP,102660704,103918204,1257500,-1
972,1,STEP,104079704,105256904,1177200,-1
973,1,STEP,105639304,107511104,1871800,-1
974,1,STEP,107930904,109754004,1823100,-1
975,1,STEP,109971504,111032004,1060500,-1
976,1,STEP,111223304,112364604,1141300,-1
977,1,STEP,112558304,113615404,1057100,-1
978,1,STEP,113804704,114949704,1145000,-1
979,1,STEP,115271604,116481004,1209400,-1
980,1,STEP,116718204,119776304,3058100,-1
981,1,STEP,120180804,121588804,1408000,-1
982,1,STEP,122046304,123616004,1569700,-1
983,1,STEP,124237204,126035604,1798400,-1
984,1,STEP,126339204,127506804,1167600,-1
985,1,STEP,127713204,128764904,1051700,-1
986,1,STEP,129043804,130210404,1166600,-1
987,1,STEP,130664204,132768204,2104000,-1
988,1,STEP,133714404,135741704,2027300,-1
989,1,STEP,136117204,137411304,1294100,-1
990,1,STEP,137626204,139819304,2193100,-1
991,1,STEP,140161004,141807904,1646900,-1
992,1,STEP,142125404,144000304,1874900,-1
993,1,STEP,144424904,146399604,1974700,-1
994,1,STEP,147025104,148857104,1832000,-1
995,1,STEP,149122304,150766504,1644200,-1
996,1,STEP,151086204,152494504,1408300,-1
997,1,STEP,152721604,153871604,1150000,-1
998,1,STEP,154070604,156147704,2077100,-1
999,1,STEP,156682704,159074704,2392000,-1
